Sigla da UF,Rede,TX_Apro,Indicador de Rendimento (P),SAEB_M,SAEB_P,Nota Média Padronizada (N),"IDEB
2021
(N x P)"
,,,,,,,
,,,,,,,
SG_UF,REDE,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2021
CE,Estadual,96.3,0.96,239.02,243.52,4.71,4.5
CE,Municipal,100.0,1.00,252.59,264.40,5.28,5.3
CE,Municipal,100.0,1.00,260.65,269.08,5.50,5.5
CE,Municipal,100.0,1.00,259.57,272.18,5.53,5.5
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,262.77,271.43,5.57,5.6
CE,Municipal,100.0,1.00,253.06,264.12,5.29,5.3
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,243.64,253.37,4.95,5.0
CE,Estadual,98.3,0.98,244.72,254.02,4.98,4.9
CE,Estadual,96.0,0.96,242.23,252.10,4.91,4.7
CE,Estadual,99.1,0.99,258.85,264.99,5.40,5.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,245.98,258.91,5.08,5.1
CE,Municipal,99.0,0.99,237.73,248.48,4.77,4.7
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,75.0,0.75,273.61,280.51,5.90,4.4
CE,Municipal,100.0,1.00,258.54,264.88,5.39,5.4
CE,Municipal,100.0,1.00,245.59,279.91,5.43,5.4
CE,Municipal,100.0,1.00,233.90,248.95,4.71,4.7
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,252.01,258.94,5.18,5.2
CE,Estadual,98.8,0.99,254.97,264.75,5.33,5.3
CE,Municipal,100.0,1.00,257.11,262.97,5.33,5.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.9,1.00,250.70,261.21,5.20,5.2
CE,Municipal,100.0,1.00,255.08,265.40,5.34,5.3
CE,Municipal,99.7,1.00,245.21,258.18,5.06,5.0
CE,Municipal,100.0,1.00,256.73,270.00,5.45,5.4
CE,Estadual,-,-,-,-,-,-
CE,Estadual,97.8,0.98,248.54,261.06,5.16,5.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,241.25,256.56,4.96,5.0
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.0,0.99,252.41,262.13,5.24,5.2
CE,Municipal,99.8,1.00,248.67,256.85,5.09,5.1
CE,Estadual,100.0,1.00,ND,ND,-,-
CE,Municipal,100.0,1.00,257.51,262.05,5.33,5.3
CE,Estadual,-,-,-,-,-,-
CE,Estadual,98.5,0.98,238.33,245.97,4.74,4.7
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,234.27,249.72,4.73,4.7
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,244.86,256.36,5.02,5.0
CE,Estadual,99.5,1.00,240.99,259.78,5.01,5.0
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,252.22,259.26,5.19,5.2
CE,Municipal,100.0,1.00,250.96,256.75,5.13,5.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,259.80,269.68,5.49,5.5
CE,Estadual,100.0,1.00,260.97,268.26,5.49,5.5
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,248.19,260.39,5.14,5.1
CE,Municipal,100.0,1.00,260.75,260.54,5.35,5.4
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,99.0,0.99,ND,ND,-,-
CE,Municipal,100.0,1.00,251.40,258.35,5.16,5.2
CE,Municipal,99.3,0.99,252.86,257.79,5.18,5.1
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,241.46,249.90,4.86,4.9
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,237.52,237.95,4.59,4.6
CE,Municipal,97.3,0.97,232.08,229.40,4.36,4.2
CE,Municipal,100.0,1.00,261.40,274.46,5.60,5.6
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,275.94,287.71,6.06,6.1
CE,Estadual,96.6,0.97,254.64,263.17,5.30,5.1
CE,Municipal,100.0,1.00,241.33,244.40,4.76,4.8
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,247.48,257.68,5.09,5.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.8,1.00,236.37,245.76,4.70,4.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,250.61,264.68,5.25,5.3
CE,Municipal,100.0,1.00,242.93,247.23,4.84,4.8
CE,Municipal,100.0,1.00,256.48,265.45,5.37,5.4
CE,Municipal,100.0,1.00,244.66,250.93,4.93,4.9
CE,Estadual,99.3,0.99,247.76,265.64,5.22,5.2
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,99.1,0.99,251.91,257.24,5.15,5.1
CE,Municipal,100.0,1.00,267.24,273.39,5.68,5.7
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,99.9,1.00,310.66,309.74,7.01,7.0
CE,Municipal,99.4,0.99,238.30,247.94,4.77,4.7
CE,Municipal,100.0,1.00,228.42,232.68,4.35,4.4
CE,Federal,98.9,0.99,340.32,320.83,7.69,7.6
CE,Municipal,100.0,1.00,244.81,251.32,4.94,4.9
CE,Municipal,100.0,1.00,237.88,244.19,4.70,4.7
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,214.16,222.54,3.95,3.9
CE,Municipal,100.0,1.00,248.57,254.75,5.06,5.1
CE,Estadual,100.0,1.00,ND,ND,-,-
CE,Estadual,99.3,0.99,259.65,272.10,5.53,5.5
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,252.12,257.77,5.16,5.2
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,99.7,1.00,264.48,267.77,5.54,5.5
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,249.89,263.73,5.23,5.2
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,244.57,249.71,4.90,4.9
CE,Municipal,99.9,1.00,262.53,274.75,5.62,5.6
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,241.97,253.28,4.92,4.9
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,99.9,1.00,259.10,272.33,5.52,5.5
CE,Municipal,100.0,1.00,244.76,252.75,4.96,5.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,242.65,256.32,4.98,5.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,251.09,258.19,5.15,5.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,98.2,0.98,246.68,256.04,5.05,5.0
CE,Municipal,99.3,0.99,238.50,249.26,4.80,4.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,250.44,255.68,5.10,5.1
CE,Municipal,100.0,1.00,266.41,266.15,5.54,5.5
CE,Municipal,100.0,1.00,276.18,285.82,6.03,6.0
CE,Municipal,100.0,1.00,267.99,267.57,5.59,5.6
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,250.56,250.05,5.01,5.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,243.37,255.31,4.98,5.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,262.71,272.71,5.59,5.6
CE,Estadual,87.0,0.87,ND,ND,-,-
CE,Municipal,100.0,1.00,283.57,289.20,6.21,6.2
CE,Municipal,100.0,1.00,286.56,299.90,6.44,6.4
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,242.02,256.97,4.98,5.0
CE,Municipal,100.0,1.00,272.83,278.91,5.86,5.9
CE,Municipal,100.0,1.00,268.45,274.12,5.71,5.7
CE,Municipal,100.0,1.00,219.16,234.54,4.23,4.2
CE,Municipal,100.0,1.00,241.35,249.43,4.85,4.8
CE,Municipal,100.0,1.00,257.54,265.97,5.39,5.4
CE,Municipal,100.0,1.00,256.12,269.98,5.44,5.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,260.20,272.15,5.54,5.5
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,236.26,251.35,4.79,4.8
CE,Municipal,99.8,1.00,245.56,260.72,5.10,5.1
CE,Municipal,99.8,1.00,279.33,289.99,6.16,6.1
CE,Municipal,100.0,1.00,265.17,279.48,5.74,5.7
CE,Municipal,100.0,1.00,258.62,258.51,5.29,5.3
CE,Municipal,100.0,1.00,249.89,256.74,5.11,5.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,241.79,256.20,4.97,5.0
CE,Municipal,100.0,1.00,249.96,253.75,5.06,5.1
CE,Municipal,99.9,1.00,ND,ND,-,-
CE,Municipal,100.0,1.00,273.96,279.45,5.89,5.9
CE,Municipal,100.0,1.00,286.41,295.03,6.36,6.4
CE,Municipal,100.0,1.00,261.14,277.24,5.64,5.6
CE,Municipal,100.0,1.00,252.75,261.28,5.23,5.2
CE,Municipal,100.0,1.00,292.12,292.43,6.41,6.4
CE,Municipal,100.0,1.00,275.21,284.62,6.00,6.0
CE,Municipal,99.1,0.99,275.54,273.88,5.82,5.8
CE,Municipal,100.0,1.00,289.83,274.78,6.08,6.1
CE,Municipal,100.0,1.00,276.55,280.18,5.95,5.9
CE,Municipal,100.0,1.00,251.41,242.08,4.89,4.9
CE,Municipal,100.0,1.00,264.54,260.13,5.41,5.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,316.04,292.72,6.81,6.8
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,333.78,331.43,7.75,7.8
CE,Municipal,100.0,1.00,354.37,292.04,7.44,7.4
CE,Municipal,99.7,1.00,293.12,272.42,6.09,6.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,248.39,239.50,4.80,4.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,243.85,246.74,4.84,4.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.7,1.00,270.94,266.92,5.63,5.6
CE,Municipal,100.0,1.00,295.19,268.53,6.06,6.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.4,0.99,308.51,296.86,6.76,6.7
CE,Municipal,98.9,0.99,360.26,310.69,7.85,7.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,98.6,0.99,323.74,275.71,6.66,6.6
CE,Municipal,99.6,0.99,297.89,283.99,6.36,6.3
CE,Municipal,100.0,1.00,229.15,225.77,4.25,4.2
CE,Municipal,98.4,0.99,253.63,248.53,5.04,5.0
CE,Municipal,100.0,1.00,252.33,254.81,5.12,5.1
CE,Municipal,100.0,1.00,233.53,251.05,4.74,4.7
CE,Municipal,98.0,0.97,216.86,216.84,3.90,3.8
CE,Municipal,100.0,1.00,248.10,242.75,4.85,4.8
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,235.02,227.38,4.37,4.4
CE,Municipal,100.0,1.00,294.30,275.79,6.17,6.2
CE,Municipal,100.0,1.00,238.82,243.73,4.71,4.7
CE,Municipal,100.0,1.00,255.04,246.72,5.03,5.0
CE,Municipal,100.0,1.00,248.81,250.22,4.98,5.0
CE,Municipal,98.5,0.98,272.44,247.68,5.34,5.3
CE,Municipal,100.0,1.00,234.43,249.25,4.73,4.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,98.2,0.98,252.30,250.57,5.05,5.0
CE,Municipal,100.0,1.00,253.97,256.12,5.17,5.2
CE,Municipal,100.0,1.00,297.78,303.70,6.69,6.7
CE,Municipal,100.0,1.00,314.97,247.61,6.04,6.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,238.03,248.29,4.77,4.8
CE,Municipal,100.0,1.00,237.71,240.80,4.64,4.6
CE,Municipal,100.0,1.00,290.11,242.24,5.54,5.5
CE,Municipal,100.0,1.00,242.37,248.80,4.85,4.9
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,203.16,207.89,3.52,3.5
CE,Municipal,100.0,1.00,237.97,233.83,4.53,4.5
CE,Municipal,100.0,1.00,251.01,228.53,4.66,4.7
CE,Municipal,100.0,1.00,249.58,249.66,4.99,5.0
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,251.30,244.56,4.93,4.9
CE,Municipal,100.0,1.00,260.96,268.89,5.50,5.5
CE,Municipal,100.0,1.00,252.93,266.16,5.32,5.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,270.82,284.34,5.92,5.9
CE,Municipal,100.0,1.00,273.62,277.37,5.85,5.8
CE,Municipal,100.0,1.00,280.66,291.83,6.21,6.2
CE,Municipal,100.0,1.00,265.79,279.03,5.75,5.7
CE,Municipal,100.0,1.00,226.50,231.35,4.30,4.3
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,244.64,245.73,4.84,4.8
CE,Municipal,100.0,1.00,245.35,245.09,4.84,4.8
CE,Municipal,100.0,1.00,257.28,262.80,5.33,5.3
CE,Municipal,96.7,0.97,245.56,256.59,5.04,4.9
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,237.66,243.77,4.69,4.7
CE,Municipal,100.0,1.00,283.21,291.44,6.24,6.2
CE,Municipal,99.2,0.99,329.28,280.25,6.83,6.8
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,303.32,266.52,6.16,6.2
CE,Municipal,100.0,1.00,348.66,263.23,6.86,6.9
CE,Municipal,100.0,1.00,257.81,258.94,5.28,5.3
CE,Municipal,100.0,1.00,289.12,270.16,5.99,6.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,325.25,275.47,6.68,6.7
CE,Municipal,98.6,0.99,289.71,260.98,5.84,5.8
CE,Municipal,100.0,1.00,367.22,300.10,7.79,7.8
CE,Municipal,100.0,1.00,267.97,256.05,5.40,5.4
CE,Municipal,100.0,1.00,ND,ND,-,-
CE,Municipal,100.0,1.00,276.78,268.91,5.76,5.8
CE,Municipal,98.2,0.98,272.77,263.53,5.61,5.5
CE,Municipal,99.4,0.99,313.82,273.91,6.46,6.4
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,99.0,0.99,272.14,275.62,5.80,5.7
CE,Municipal,100.0,1.00,253.13,245.88,4.98,5.0
CE,Municipal,100.0,1.00,249.86,262.93,5.21,5.2
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,254.09,253.58,5.13,5.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,244.34,263.73,5.13,5.1
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,99.4,1.00,235.66,244.84,4.68,4.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,236.07,241.90,4.63,4.6
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,257.09,264.97,5.37,5.4
CE,Municipal,100.0,1.00,278.18,277.25,5.92,5.9
CE,Municipal,100.0,1.00,247.43,256.63,5.07,5.1
CE,Municipal,100.0,1.00,265.25,274.17,5.66,5.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,97.3,0.97,241.63,258.07,5.00,4.9
CE,Municipal,100.0,1.00,285.22,292.52,6.30,6.3
CE,Municipal,100.0,1.00,272.99,280.61,5.89,5.9
CE,Municipal,100.0,1.00,234.34,226.59,4.35,4.3
CE,Municipal,100.0,1.00,259.39,242.41,5.03,5.0
CE,Municipal,100.0,1.00,252.73,261.94,5.24,5.2
CE,Municipal,100.0,1.00,257.34,258.51,5.26,5.3
CE,Municipal,100.0,1.00,241.62,256.16,4.96,5.0
CE,Municipal,100.0,1.00,259.20,264.33,5.39,5.4
CE,Municipal,100.0,1.00,258.21,269.53,5.46,5.5
CE,Municipal,99.2,0.99,257.46,268.21,5.43,5.4
CE,Municipal,99.7,1.00,262.25,268.95,5.52,5.5
CE,Municipal,100.0,1.00,239.89,250.24,4.84,4.8
CE,Municipal,100.0,1.00,260.75,264.13,5.41,5.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,274.44,270.11,5.74,5.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,253.53,263.58,5.29,5.3
CE,Municipal,100.0,1.00,261.15,265.25,5.44,5.4
CE,Municipal,100.0,1.00,216.55,216.54,3.88,3.9
CE,Municipal,100.0,1.00,230.59,235.76,4.44,4.4
CE,Municipal,100.0,1.00,274.19,270.02,5.74,5.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,231.80,242.34,4.57,4.6
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,291.98,253.97,5.77,5.8
CE,Municipal,100.0,1.00,254.85,269.27,5.40,5.4
CE,Municipal,98.3,0.98,249.25,258.11,5.12,5.0
CE,Municipal,100.0,1.00,242.77,236.77,4.66,4.7
CE,Municipal,100.0,1.00,249.42,246.65,4.93,4.9
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,249.02,260.83,5.16,5.2
CE,Municipal,100.0,1.00,201.35,195.13,3.27,3.3
CE,Municipal,100.0,1.00,240.80,237.86,4.64,4.6
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,272.16,287.21,5.99,6.0
CE,Municipal,99.2,0.99,261.32,257.47,5.31,5.3
CE,Municipal,98.1,0.97,248.43,242.62,4.85,4.7
CE,Municipal,100.0,1.00,279.04,271.73,5.85,5.8
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,238.10,232.76,4.51,4.5
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,261.28,261.18,5.37,5.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,252.07,260.86,5.22,5.2
CE,Municipal,99.4,0.99,258.43,271.54,5.50,5.4
CE,Municipal,100.0,1.00,235.59,231.41,4.45,4.5
CE,Municipal,100.0,1.00,270.72,273.05,5.73,5.7
CE,Municipal,100.0,1.00,251.56,255.10,5.11,5.1
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,226.94,230.32,4.29,4.3
CE,Municipal,100.0,1.00,262.94,259.08,5.37,5.4
CE,Municipal,99.4,0.99,ND,ND,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,213.95,207.60,3.69,3.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,197.48,196.31,3.23,3.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,247.54,255.80,5.06,5.1
CE,Municipal,100.0,1.00,236.95,249.31,4.77,4.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,237.60,251.24,4.81,4.8
CE,Municipal,98.5,0.99,232.20,240.15,4.54,4.5
CE,Municipal,100.0,1.00,243.53,256.59,5.00,5.0
CE,Municipal,100.0,1.00,212.37,238.01,4.17,4.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,206.84,206.28,3.55,3.6
CE,Municipal,100.0,1.00,209.31,216.15,3.76,3.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,235.54,231.02,4.44,4.4
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.4,1.00,214.26,225.98,4.00,4.0
CE,Municipal,-,-,-,-,-,-
CE,Municipal,93.3,0.93,219.65,227.26,4.12,3.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,244.91,263.68,5.14,5.1
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,252.98,262.49,5.26,5.3
CE,Municipal,100.0,1.00,257.88,267.50,5.42,5.4
CE,Municipal,100.0,1.00,257.41,260.69,5.30,5.3
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,99.1,0.99,237.26,224.29,4.36,4.3
CE,Municipal,100.0,1.00,233.03,238.39,4.52,4.5
CE,Municipal,99.7,1.00,252.20,259.33,5.19,5.2
CE,Municipal,100.0,1.00,273.75,261.66,5.59,5.6
CE,Municipal,100.0,1.00,245.77,253.22,4.98,5.0
CE,Municipal,100.0,1.00,244.34,241.08,4.76,4.8
CE,Municipal,100.0,1.00,244.47,248.36,4.88,4.9
CE,Municipal,100.0,1.00,258.29,266.07,5.41,5.4
CE,Municipal,100.0,1.00,242.82,255.99,4.98,5.0
CE,Municipal,100.0,1.00,249.41,255.86,5.09,5.1
CE,Municipal,100.0,1.00,230.40,234.75,4.42,4.4
CE,Municipal,100.0,1.00,232.79,247.05,4.66,4.7
CE,Municipal,100.0,1.00,256.73,260.79,5.29,5.3
CE,Municipal,100.0,1.00,232.40,256.71,4.82,4.8
CE,Municipal,100.0,1.00,238.39,252.78,4.85,4.9
CE,Municipal,100.0,1.00,245.30,249.33,4.91,4.9
CE,Municipal,99.7,1.00,245.85,246.07,4.87,4.9
CE,Municipal,100.0,1.00,258.46,252.48,5.18,5.2
CE,Municipal,100.0,1.00,224.39,231.35,4.26,4.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,271.74,273.14,5.75,5.7
CE,Municipal,100.0,1.00,301.66,283.68,6.42,6.4
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,281.93,267.20,5.82,5.8
CE,Municipal,100.0,1.00,269.19,255.47,5.41,5.4
CE,Municipal,100.0,1.00,309.66,308.72,6.97,7.0
CE,Municipal,100.0,1.00,329.42,322.71,7.54,7.5
CE,Municipal,100.0,1.00,304.66,298.61,6.72,6.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,321.38,314.13,7.26,7.3
CE,Municipal,100.0,1.00,348.39,316.05,7.74,7.7
CE,Municipal,100.0,1.00,314.45,281.58,6.60,6.6
CE,Municipal,100.0,1.00,251.27,259.08,5.17,5.2
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,246.39,240.62,4.78,4.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,237.24,257.80,4.92,4.9
CE,Municipal,100.0,1.00,255.28,253.58,5.15,5.1
CE,Municipal,98.7,0.99,268.70,248.77,5.29,5.2
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,269.95,271.96,5.70,5.7
CE,Municipal,97.5,0.97,284.44,276.60,6.02,5.8
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,261.12,270.95,5.53,5.5
CE,Municipal,98.6,0.99,285.01,240.32,5.42,5.3
CE,Municipal,100.0,1.00,217.73,226.75,4.07,4.1
CE,Municipal,100.0,1.00,258.23,258.08,5.27,5.3
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,240.65,248.48,4.82,4.8
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,98.1,0.98,288.93,281.39,6.17,6.0
CE,Municipal,100.0,1.00,258.15,256.99,5.25,5.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,99.6,0.99,ND,ND,-,-
CE,Municipal,99.6,1.00,269.90,250.10,5.33,5.3
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,236.40,244.60,4.68,4.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,236.68,244.19,4.68,4.7
CE,Municipal,100.0,1.00,265.86,265.14,5.52,5.5
CE,Municipal,100.0,1.00,270.05,247.34,5.29,5.3
CE,Municipal,100.0,1.00,269.07,263.34,5.54,5.5
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,229.72,226.01,4.26,4.3
CE,Municipal,100.0,1.00,246.69,237.03,4.73,4.7
CE,Municipal,100.0,1.00,239.19,247.15,4.77,4.8
CE,Municipal,100.0,1.00,261.74,274.82,5.61,5.6
CE,Municipal,100.0,1.00,259.17,265.90,5.42,5.4
CE,Municipal,100.0,1.00,302.23,290.25,6.54,6.5
CE,Municipal,100.0,1.00,250.30,230.25,4.68,4.7
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,275.50,278.13,5.89,5.9
CE,Municipal,100.0,1.00,235.14,250.05,4.75,4.8
CE,Municipal,100.0,1.00,246.98,265.13,5.20,5.2
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,266.38,246.93,5.22,5.2
CE,Estadual,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,100.0,1.00,229.81,227.40,4.29,4.3
CE,Municipal,100.0,1.00,242.77,248.79,4.86,4.9
CE,Municipal,100.0,1.00,265.19,268.78,5.57,5.6
CE,Municipal,-,-,-,-,-,-
CE,Estadual,-,-,-,-,-,-
CE,Municipal,-,-,-,-,-,-
CE,Municipal,100.0,1.00,253.25,272.27,5.43,5.4
CE,Estadual,-,-,-,-,-,-
