Sigla da UF,Rede,TX_Apro,Indicador de Rendimento (P),SAEB_M,SAEB_P,Nota Média Padronizada (N),"IDEB
2021
(N x P)"
,,,,,,,
,,,,,,,
SG_UF,REDE,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2021
BA,Municipal,59.0,0.58,245.35,243.28,4.81,2.8
BA,Municipal,80.1,0.80,ND,ND,-,-
BA,Municipal,93.3,0.91,ND,ND,-,-
BA,Municipal,81.3,0.79,209.04,201.39,3.51,2.8
BA,Municipal,78.8,0.79,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,88.7,0.89,251.87,255.31,5.12,4.5
BA,Municipal,71.7,0.71,ND,ND,-,-
BA,Municipal,48.6,0.49,208.01,227.74,3.93,1.9
BA,Municipal,96.8,0.97,216.29,227.49,4.06,3.9
BA,Municipal,75.0,0.76,ND,ND,-,-
BA,Municipal,75.1,0.75,ND,ND,-,-
BA,Municipal,95.6,0.96,ND,ND,-,-
BA,Municipal,85.7,0.88,ND,ND,-,-
BA,Municipal,94.8,0.94,206.20,212.38,3.64,3.4
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,100.0,1.00,219.06,221.61,4.01,4.0
BA,Municipal,99.5,0.99,243.74,235.68,4.66,4.6
BA,Municipal,100.0,1.00,218.84,228.05,4.11,4.1
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,81.3,0.83,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,100.0,1.00,232.77,239.78,4.54,4.5
BA,Municipal,96.7,0.97,250.82,243.22,4.90,4.8
BA,Municipal,100.0,1.00,238.01,239.91,4.63,4.6
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,97.8,0.98,244.18,257.55,5.03,4.9
BA,Municipal,91.3,0.91,224.20,211.60,3.93,3.6
BA,Municipal,100.0,1.00,228.03,212.18,4.00,4.0
BA,Municipal,100.0,1.00,230.08,230.28,4.34,4.3
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,98.5,0.98,260.68,254.52,5.25,5.2
BA,Municipal,100.0,1.00,265.27,263.69,5.48,5.5
BA,Municipal,98.9,0.99,271.37,270.40,5.70,5.6
BA,Municipal,96.9,0.97,241.64,234.82,4.61,4.5
BA,Estadual,-,-,-,-,-,-
BA,Municipal,91.3,0.91,ND,ND,-,-
BA,Municipal,84.7,0.87,248.85,245.94,4.91,4.3
BA,Municipal,87.8,0.84,223.36,222.89,4.10,3.4
BA,Municipal,96.3,0.97,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,93.9,0.94,ND,ND,-,-
BA,Municipal,83.7,0.83,239.81,242.47,4.70,3.9
BA,Municipal,98.4,0.99,248.35,254.83,5.05,5.0
BA,Municipal,-,-,-,-,-,-
BA,Municipal,97.6,0.98,241.77,240.90,4.71,4.6
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,97.4,0.98,300.80,302.12,6.72,6.6
BA,Municipal,97.8,0.98,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,92.0,0.92,230.49,231.23,4.36,4.0
BA,Municipal,96.7,0.97,203.38,194.65,3.30,3.2
BA,Municipal,93.6,0.93,220.95,221.70,4.04,3.8
BA,Estadual,-,-,-,-,-,-
BA,Municipal,100.0,1.00,236.04,245.01,4.68,4.7
BA,Municipal,100.0,1.00,263.65,280.25,5.73,5.7
BA,Estadual,-,-,-,-,-,-
BA,Municipal,100.0,1.00,242.70,255.60,4.97,5.0
BA,Municipal,100.0,1.00,276.66,271.67,5.81,5.8
BA,Municipal,100.0,1.00,243.38,238.31,4.69,4.7
BA,Municipal,91.3,0.91,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,100.0,1.00,235.02,238.93,4.57,4.6
BA,Municipal,90.1,0.89,ND,ND,-,-
BA,Municipal,89.9,0.90,ND,ND,-,-
BA,Municipal,67.4,0.67,ND,ND,-,-
BA,Municipal,100.0,1.00,190.62,184.69,2.92,2.9
BA,Municipal,91.6,0.93,214.51,210.97,3.76,3.5
BA,Municipal,-,-,-,-,-,-
BA,Municipal,98.0,0.98,ND,ND,-,-
BA,Municipal,84.1,0.84,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,100.0,1.00,228.38,233.24,4.36,4.4
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,100.0,1.00,232.50,237.59,4.50,4.5
BA,Municipal,100.0,1.00,224.68,238.75,4.39,4.4
BA,Municipal,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,83.0,0.83,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,100.0,1.00,221.04,230.79,4.20,4.2
BA,Municipal,100.0,1.00,236.01,251.99,4.80,4.8
BA,Municipal,95.1,0.95,231.91,241.29,4.55,4.3
BA,Municipal,89.4,0.88,215.81,229.97,4.10,3.6
BA,Municipal,-,-,-,-,-,-
BA,Municipal,79.5,0.79,221.63,214.77,3.94,3.1
BA,Municipal,78.3,0.79,235.99,238.23,4.57,3.6
BA,Municipal,97.0,0.96,246.19,232.14,4.64,4.5
BA,Municipal,94.2,0.95,227.81,236.35,4.40,4.2
BA,Municipal,81.3,0.81,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,79.2,0.78,ND,ND,-,-
BA,Municipal,37.1,0.37,ND,ND,-,-
BA,Municipal,81.9,0.82,233.98,237.02,4.52,3.7
BA,Municipal,-,-,-,-,-,-
BA,Municipal,78.6,0.79,232.40,232.11,4.41,3.5
BA,Municipal,68.6,0.69,196.00,201.43,3.29,2.3
BA,Municipal,68.2,0.66,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,85.2,0.85,ND,ND,-,-
BA,Municipal,90.7,0.91,225.11,236.17,4.35,4.0
BA,Estadual,-,-,-,-,-,-
BA,Municipal,97.0,0.97,244.12,237.99,4.70,4.5
BA,Municipal,99.6,1.00,214.64,218.28,3.88,3.9
BA,Municipal,-,-,-,-,-,-
BA,Municipal,96.1,0.96,ND,ND,-,-
BA,Municipal,96.2,0.97,ND,ND,-,-
BA,Municipal,97.6,0.98,241.10,239.79,4.68,4.6
BA,Estadual,-,-,-,-,-,-
BA,Municipal,91.1,0.91,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,85.1,0.81,229.77,240.70,4.51,3.7
BA,Municipal,97.6,0.98,231.35,231.38,4.38,4.3
BA,Municipal,94.6,0.94,219.81,212.55,3.87,3.6
BA,Estadual,-,-,-,-,-,-
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Municipal,98.4,0.98,ND,ND,-,-
BA,Municipal,100.0,1.00,231.56,240.97,4.54,4.5
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Municipal,100.0,1.00,253.94,254.27,5.14,5.1
BA,Municipal,99.9,1.00,ND,ND,-,-
BA,Municipal,99.1,0.99,268.42,265.83,5.57,5.5
BA,Municipal,100.0,1.00,262.05,250.03,5.20,5.2
BA,Municipal,100.0,1.00,220.86,218.21,3.98,4.0
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,100.0,1.00,284.91,277.59,6.04,6.0
BA,Municipal,99.1,0.99,272.63,270.28,5.72,5.7
BA,Municipal,95.4,0.95,248.51,243.26,4.86,4.6
BA,Municipal,-,-,-,-,-,-
BA,Municipal,95.6,0.95,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,100.0,1.00,215.44,217.97,3.89,3.9
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,98.9,0.99,243.01,242.51,4.76,4.7
BA,Municipal,94.5,0.93,234.16,237.80,4.53,4.2
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Municipal,95.9,0.95,210.68,190.19,3.35,3.2
BA,Municipal,97.8,0.98,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,90.9,0.91,ND,ND,-,-
BA,Municipal,87.0,0.87,ND,ND,-,-
BA,Municipal,97.0,0.96,206.04,202.06,3.47,3.3
BA,Municipal,81.7,0.79,ND,ND,-,-
BA,Municipal,85.9,0.85,ND,ND,-,-
BA,Municipal,76.6,0.75,ND,ND,-,-
BA,Municipal,99.0,0.99,ND,ND,-,-
BA,Municipal,95.9,0.96,ND,ND,-,-
BA,Municipal,71.4,0.71,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,80.0,0.78,ND,ND,-,-
BA,Municipal,94.4,0.95,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,89.7,0.90,190.48,198.10,3.14,2.8
BA,Municipal,-,-,-,-,-,-
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Municipal,95.1,0.95,ND,ND,-,-
BA,Municipal,89.5,0.89,ND,ND,-,-
BA,Municipal,82.9,0.83,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,79.4,0.80,241.75,262.80,5.08,4.1
BA,Municipal,75.7,0.75,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,100.0,1.00,258.28,247.30,5.09,5.1
BA,Municipal,85.7,0.86,ND,ND,-,-
BA,Municipal,96.5,0.96,252.76,260.55,5.22,5.0
BA,Estadual,-,-,-,-,-,-
BA,Municipal,94.5,0.95,265.49,255.99,5.36,5.1
BA,Municipal,100.0,1.00,258.48,277.39,5.60,5.6
BA,Municipal,-,-,-,-,-,-
BA,Municipal,93.4,0.94,258.65,253.70,5.21,4.9
BA,Municipal,81.6,0.81,ND,ND,-,-
BA,Municipal,73.7,0.72,ND,ND,-,-
BA,Municipal,89.9,0.90,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Municipal,96.6,0.96,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,80.0,0.78,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,96.8,0.97,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,74.9,0.66,ND,ND,-,-
BA,Municipal,78.8,0.82,205.70,206.13,3.53,2.9
BA,Municipal,78.0,0.70,220.07,233.14,4.22,2.9
BA,Municipal,83.9,0.85,203.07,205.27,3.47,2.9
BA,Municipal,89.3,0.89,ND,ND,-,-
BA,Municipal,89.8,0.90,ND,ND,-,-
BA,Municipal,91.2,0.91,230.87,243.45,4.57,4.2
BA,Municipal,79.3,0.79,ND,ND,-,-
BA,Municipal,81.5,0.80,251.51,260.18,5.19,4.1
BA,Municipal,74.0,0.74,ND,ND,-,-
BA,Municipal,73.3,0.70,ND,ND,-,-
BA,Municipal,88.5,0.88,256.01,259.02,5.25,4.6
BA,Municipal,90.6,0.90,243.79,246.43,4.84,4.3
BA,Municipal,-,-,-,-,-,-
BA,Municipal,88.0,0.87,227.25,223.20,4.17,3.6
BA,Municipal,80.2,0.82,268.68,269.83,5.64,4.6
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,65.3,0.66,ND,ND,-,-
BA,Municipal,80.5,0.81,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,84.5,0.85,ND,ND,-,-
BA,Municipal,74.6,0.75,ND,ND,-,-
BA,Municipal,75.2,0.75,ND,ND,-,-
BA,Municipal,74.4,0.75,233.28,249.96,4.72,3.5
BA,Estadual,-,-,-,-,-,-
BA,Municipal,83.2,0.82,240.68,236.64,4.62,3.8
BA,Municipal,75.5,0.77,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,85.1,0.85,244.35,244.31,4.81,4.1
BA,Municipal,95.3,0.95,ND,ND,-,-
BA,Municipal,89.1,0.89,ND,ND,-,-
BA,Municipal,78.5,0.79,239.47,253.95,4.89,3.9
BA,Municipal,89.7,0.90,239.28,252.56,4.86,4.4
BA,Municipal,70.5,0.70,265.94,262.88,5.48,3.8
BA,Municipal,89.5,0.89,ND,ND,-,-
BA,Municipal,71.6,0.74,ND,ND,-,-
BA,Municipal,64.8,0.64,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,72.4,0.75,239.55,249.87,4.82,3.6
BA,Estadual,-,-,-,-,-,-
BA,Municipal,72.3,0.72,ND,ND,-,-
BA,Municipal,84.8,0.85,263.87,266.16,5.50,4.7
BA,Estadual,-,-,-,-,-,-
BA,Municipal,86.0,0.86,262.55,247.92,5.17,4.5
BA,Municipal,100.0,1.00,213.52,219.07,3.88,3.9
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,94.1,0.94,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,66.7,0.66,ND,ND,-,-
BA,Municipal,85.0,0.84,229.94,223.17,4.22,3.6
BA,Municipal,91.7,0.91,239.50,222.81,4.37,4.0
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,89.8,0.90,ND,ND,-,-
BA,Municipal,88.3,0.88,ND,ND,-,-
BA,Municipal,100.0,1.00,243.89,244.16,4.80,4.8
BA,Municipal,85.8,0.86,259.01,260.81,5.33,4.6
BA,Municipal,100.0,1.00,229.55,234.81,4.41,4.4
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,97.1,0.98,267.36,273.55,5.68,5.6
BA,Municipal,94.1,0.94,231.31,247.81,4.65,4.4
BA,Municipal,100.0,1.00,221.52,230.76,4.20,4.2
BA,Municipal,100.0,1.00,238.40,246.39,4.75,4.7
BA,Municipal,62.5,0.62,ND,ND,-,-
BA,Municipal,77.2,0.78,ND,ND,-,-
BA,Municipal,66.3,0.63,ND,ND,-,-
BA,Municipal,65.0,0.64,ND,ND,-,-
BA,Municipal,76.6,0.77,ND,ND,-,-
BA,Municipal,81.1,0.80,198.52,194.82,3.22,2.6
BA,Municipal,100.0,1.00,198.66,193.82,3.21,3.2
BA,Municipal,80.5,0.80,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,86.6,0.86,204.71,192.48,3.29,2.8
BA,Municipal,89.0,0.89,210.29,200.29,3.51,3.1
BA,Municipal,-,-,-,-,-,-
BA,Municipal,85.9,0.85,ND,ND,-,-
BA,Municipal,60.0,0.59,ND,ND,-,-
BA,Municipal,93.4,0.94,ND,ND,-,-
BA,Municipal,91.3,0.90,ND,ND,-,-
BA,Municipal,90.3,0.91,ND,ND,-,-
BA,Municipal,91.5,0.91,244.73,233.69,4.64,4.2
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,93.7,0.92,226.10,230.45,4.28,3.9
BA,Municipal,91.5,0.91,233.68,235.35,4.48,4.1
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,85.3,0.84,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,86.2,0.85,ND,ND,-,-
BA,Municipal,100.0,1.00,ND,ND,-,-
BA,Municipal,91.7,0.91,ND,ND,-,-
BA,Municipal,93.0,0.92,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,81.3,0.82,243.61,241.27,4.75,3.9
BA,Municipal,82.7,0.83,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,88.3,0.87,ND,ND,-,-
BA,Municipal,92.4,0.92,ND,ND,-,-
BA,Municipal,94.5,0.94,237.56,245.08,4.71,4.4
BA,Municipal,95.7,0.96,233.39,236.62,4.50,4.3
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,97.0,0.97,245.81,242.69,4.81,4.7
BA,Municipal,94.4,0.93,223.14,215.79,3.98,3.7
BA,Municipal,99.5,0.99,230.35,241.34,4.53,4.5
BA,Municipal,100.0,1.00,187.17,191.59,2.98,3.0
BA,Municipal,100.0,1.00,233.34,237.86,4.52,4.5
BA,Municipal,-,-,-,-,-,-
BA,Municipal,95.3,0.94,ND,ND,-,-
BA,Municipal,94.6,0.94,245.67,244.45,4.84,4.6
BA,Municipal,93.1,0.93,ND,ND,-,-
BA,Municipal,73.4,0.72,ND,ND,-,-
BA,Municipal,87.0,0.86,246.53,252.87,4.99,4.3
BA,Municipal,82.3,0.83,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,97.1,0.97,ND,ND,-,-
BA,Municipal,81.0,0.81,230.83,241.88,4.55,3.7
BA,Municipal,85.8,0.86,243.31,254.55,4.96,4.3
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,97.9,0.98,257.11,264.39,5.36,5.2
BA,Municipal,78.4,0.78,229.01,229.81,4.31,3.4
BA,Municipal,72.3,0.73,ND,ND,-,-
BA,Municipal,85.5,0.87,241.93,229.08,4.52,3.9
BA,Municipal,86.5,0.86,246.50,230.52,4.62,4.0
BA,Municipal,78.5,0.80,ND,ND,-,-
BA,Municipal,94.8,0.95,245.84,249.37,4.92,4.7
BA,Municipal,93.2,0.94,217.73,226.44,4.07,3.8
BA,Municipal,95.4,0.96,247.66,250.08,4.96,4.8
BA,Estadual,-,-,-,-,-,-
BA,Municipal,95.9,0.96,251.18,259.27,5.17,5.0
BA,Municipal,91.4,0.91,251.97,239.09,4.85,4.4
BA,Municipal,72.2,0.72,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,95.1,0.95,231.85,225.75,4.29,4.1
BA,Municipal,73.0,0.72,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,63.6,0.64,ND,ND,-,-
BA,Municipal,75.8,0.76,ND,ND,-,-
BA,Municipal,83.6,0.83,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,85.3,0.85,ND,ND,-,-
BA,Municipal,91.6,0.92,ND,ND,-,-
BA,Municipal,77.3,0.77,ND,ND,-,-
BA,Municipal,51.3,0.49,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,82.6,0.81,ND,ND,-,-
BA,Municipal,18.1,0.17,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,79.1,0.77,ND,ND,-,-
BA,Municipal,64.9,0.62,ND,ND,-,-
BA,Municipal,86.0,0.86,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,73.3,0.74,ND,ND,-,-
BA,Municipal,76.3,0.77,ND,ND,-,-
BA,Municipal,94.7,0.95,244.00,243.84,4.80,4.6
BA,Municipal,92.0,0.92,ND,ND,-,-
BA,Municipal,43.9,0.40,ND,ND,-,-
BA,Municipal,93.7,0.94,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,85.0,0.86,ND,ND,-,-
BA,Municipal,69.2,0.69,ND,ND,-,-
BA,Municipal,76.5,0.75,ND,ND,-,-
BA,Municipal,60.1,0.61,ND,ND,-,-
BA,Municipal,85.5,0.85,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,89.5,0.89,238.13,242.62,4.68,4.2
BA,Municipal,91.2,0.91,224.41,213.74,3.97,3.6
BA,Municipal,89.7,0.90,ND,ND,-,-
BA,Municipal,88.7,0.89,244.18,237.81,4.70,4.2
BA,Municipal,86.9,0.86,ND,ND,-,-
BA,Municipal,93.3,0.93,ND,ND,-,-
BA,Municipal,98.9,0.99,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,82.1,0.82,226.61,240.09,4.45,3.6
BA,Estadual,-,-,-,-,-,-
BA,Municipal,95.9,0.96,237.33,239.72,4.62,4.4
BA,Municipal,96.4,0.96,ND,ND,-,-
BA,Municipal,98.0,0.97,241.51,234.41,4.60,4.5
BA,Municipal,97.2,0.97,239.91,243.14,4.72,4.6
BA,Municipal,92.9,0.93,222.99,228.36,4.19,3.9
BA,Municipal,-,-,-,-,-,-
BA,Municipal,100.0,1.00,234.37,226.05,4.34,4.3
BA,Municipal,-,-,-,-,-,-
BA,Municipal,99.1,0.99,233.34,250.14,4.72,4.7
BA,Municipal,100.0,1.00,248.67,244.97,4.89,4.9
BA,Municipal,93.2,0.93,232.83,239.64,4.54,4.2
BA,Municipal,90.0,0.90,ND,ND,-,-
BA,Municipal,80.2,0.81,219.36,211.80,3.85,3.1
BA,Municipal,91.0,0.91,ND,ND,-,-
BA,Municipal,91.6,0.92,ND,ND,-,-
BA,Municipal,94.8,0.94,ND,ND,-,-
BA,Municipal,100.0,1.00,245.99,237.15,4.72,4.7
BA,Municipal,49.9,0.50,ND,ND,-,-
BA,Municipal,85.3,0.85,211.56,221.05,3.88,3.3
BA,Municipal,76.6,0.76,ND,ND,-,-
BA,Municipal,67.4,0.67,246.05,253.74,5.00,3.4
BA,Municipal,81.0,0.79,222.55,219.20,4.03,3.2
BA,Estadual,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,91.4,0.91,ND,ND,-,-
BA,Municipal,92.4,0.93,227.73,226.62,4.24,3.9
BA,Municipal,83.5,0.83,234.05,237.19,4.52,3.7
BA,Municipal,97.5,0.97,211.37,200.88,3.54,3.4
BA,Municipal,78.3,0.78,ND,ND,-,-
BA,Municipal,76.7,0.76,ND,ND,-,-
BA,Municipal,87.4,0.88,ND,ND,-,-
BA,Municipal,99.2,0.99,237.62,237.03,4.58,4.5
BA,Municipal,100.0,1.00,222.35,214.16,3.94,3.9
BA,Municipal,100.0,1.00,236.83,243.41,4.67,4.7
BA,Municipal,100.0,1.00,251.44,261.56,5.22,5.2
BA,Municipal,90.3,0.90,259.12,236.15,4.92,4.4
BA,Estadual,-,-,-,-,-,-
BA,Municipal,97.6,0.98,236.21,243.33,4.66,4.6
BA,Municipal,95.4,0.96,ND,ND,-,-
BA,Municipal,80.7,0.81,ND,ND,-,-
BA,Municipal,86.4,0.86,194.04,183.33,2.96,2.6
BA,Municipal,91.6,0.92,222.60,230.96,4.23,3.9
BA,Estadual,-,-,-,-,-,-
BA,Municipal,70.6,0.71,ND,ND,-,-
BA,Municipal,89.5,0.89,ND,ND,-,-
BA,Municipal,73.9,0.74,ND,ND,-,-
BA,Municipal,100.0,1.00,220.00,246.09,4.43,4.4
BA,Municipal,89.0,0.89,ND,ND,-,-
BA,Municipal,96.0,0.96,ND,ND,-,-
BA,Municipal,76.7,0.77,211.14,201.19,3.54,2.7
BA,Municipal,86.7,0.88,ND,ND,-,-
BA,Estadual,90.0,0.91,246.15,260.03,5.10,4.6
BA,Municipal,73.0,0.73,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,92.0,0.91,200.88,212.11,3.55,3.2
BA,Municipal,80.6,0.79,226.91,224.59,4.19,3.3
BA,Municipal,68.8,0.73,215.56,230.67,4.10,3.0
BA,Municipal,-,-,-,-,-,-
BA,Municipal,91.3,0.91,238.80,235.25,4.57,4.2
BA,Municipal,-,-,-,-,-,-
BA,Municipal,90.3,0.90,242.43,251.91,4.91,4.4
BA,Municipal,89.0,0.89,214.82,210.17,3.75,3.3
BA,Municipal,90.3,0.90,229.26,230.25,4.33,3.9
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,90.4,0.91,229.72,229.09,4.31,3.9
BA,Municipal,-,-,-,-,-,-
BA,Municipal,68.3,0.68,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,94.7,0.93,ND,ND,-,-
BA,Municipal,98.0,0.98,241.43,247.95,4.82,4.7
BA,Municipal,85.6,0.85,210.57,226.34,3.95,3.4
BA,Municipal,85.0,0.85,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,97.0,0.97,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,84.1,0.83,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,61.4,0.62,ND,ND,-,-
BA,Municipal,-,-,-,-,-,-
BA,Municipal,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,85.5,0.86,ND,ND,-,-
BA,Municipal,76.5,0.75,ND,ND,-,-
BA,Municipal,79.8,0.77,208.45,203.33,3.53,2.7
BA,Municipal,98.1,0.98,ND,ND,-,-
BA,Municipal,100.0,1.00,238.12,245.57,4.73,4.7
BA,Municipal,99.1,0.99,ND,ND,-,-
BA,Municipal,98.9,0.99,260.11,263.64,5.40,5.3
BA,Municipal,-,-,-,-,-,-
BA,Municipal,92.2,0.91,ND,ND,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,88.6,0.88,223.62,228.92,4.21,3.7
BA,Municipal,100.0,1.00,230.17,232.65,4.38,4.4
BA,Municipal,88.9,0.89,ND,ND,-,-
BA,Municipal,98.9,0.99,228.68,227.69,4.27,4.2
BA,Municipal,98.1,0.97,243.17,220.92,4.40,4.3
BA,Municipal,86.8,0.86,244.93,246.89,4.86,4.2
BA,Municipal,97.8,0.98,261.68,264.24,5.43,5.3
BA,Municipal,85.3,0.85,256.69,249.63,5.11,4.3
BA,Municipal,89.0,0.89,258.67,241.72,5.01,4.4
BA,Municipal,-,-,-,-,-,-
BA,Municipal,81.9,0.82,250.03,253.40,5.06,4.2
BA,Municipal,91.7,0.92,238.65,240.35,4.65,4.3
BA,Municipal,93.9,0.94,244.30,241.26,4.76,4.5
BA,Municipal,99.4,0.99,279.86,268.52,5.81,5.8
BA,Municipal,100.0,1.00,264.27,267.07,5.52,5.5
BA,Municipal,100.0,1.00,251.73,243.60,4.92,4.9
BA,Municipal,98.1,0.98,241.27,245.19,4.77,4.7
BA,Municipal,100.0,1.00,245.93,261.39,5.12,5.1
BA,Municipal,83.4,0.84,217.67,218.00,3.93,3.3
BA,Municipal,-,-,-,-,-,-
BA,Estadual,-,-,-,-,-,-
BA,Municipal,87.9,0.89,269.23,272.43,5.69,5.1
BA,Municipal,100.0,1.00,262.21,255.18,5.29,5.3
BA,Municipal,96.7,0.97,224.53,220.99,4.09,4.0
BA,Municipal,97.3,0.97,226.48,213.10,3.99,3.9
BA,Estadual,-,-,-,-,-,-
