cod_ibge,ano,rede,nivel_escolar,tx_aprovacao,tx_reprovacao,tx_abandono
3512902,2019,Pública,Médio,"95,6","3,6","0,8"
3513009,2019,Privada,Médio,"98,4","1,6",0
3513009,2019,Pública,Médio,"88,7","7,9","3,4"
3513108,2019,Privada,Médio,100,0,0
3513108,2019,Pública,Médio,87,"12,4","0,6"
3513207,2019,Pública,Médio,"97,4","0,7","1,9"
3513306,2019,Pública,Médio,100,0,0
3513405,2019,Privada,Médio,"98,6","1,3","0,1"
3513405,2019,Pública,Médio,"93,3","5,1","1,6"
3513504,2019,Privada,Médio,"98,6","1,4",0
3513504,2019,Pública,Médio,"91,2","6,5","2,3"
3513603,2019,Privada,Médio,100,0,0
3513603,2019,Pública,Médio,"91,5","5,8","2,7"
3513702,2019,Privada,Médio,"99,1","0,9",0
3513702,2019,Pública,Médio,"94,2","5,8",0
3513801,2019,Privada,Médio,"97,6","2,3","0,1"
3513801,2019,Pública,Médio,"96,6","2,4",1
3513850,2019,Pública,Médio,100,0,0
3513900,2019,Privada,Médio,0,0,0
3513900,2019,Pública,Médio,"90,3",4,"5,7"
3514007,2019,Pública,Médio,100,0,0
3514106,2019,Privada,Médio,"98,2","1,8",0
3514106,2019,Pública,Médio,"99,5","0,5",0
3514205,2019,Pública,Médio,"93,4","6,6",0
3514304,2019,Pública,Médio,"98,9","1,1",0
3514403,2019,Privada,Médio,"97,3","2,7",0
3514403,2019,Pública,Médio,"92,8","5,5","1,7"
3514502,2019,Privada,Médio,"98,2","1,8",0
3514502,2019,Pública,Médio,"94,6","0,3","5,1"
3514601,2019,Privada,Médio,0,0,0
3514601,2019,Pública,Médio,98,2,0
3514700,2019,Pública,Médio,"87,8","11,7","0,5"
3514809,2019,Pública,Médio,"93,5","5,3","1,2"
3514908,2019,Pública,Médio,"92,7",5,"2,3"
3514924,2019,Pública,Médio,100,0,0
3514957,2019,Pública,Médio,100,0,0
3515004,2019,Privada,Médio,"98,6","1,4",0
3515004,2019,Pública,Médio,"89,3","8,9","1,8"
3515103,2019,Privada,Médio,100,0,0
3515103,2019,Pública,Médio,"96,1","1,5","2,4"
3515129,2019,Pública,Médio,100,0,0
3515152,2019,Privada,Médio,"89,5","9,5",1
3515152,2019,Pública,Médio,"89,1","7,1","3,8"
3515186,2019,Privada,Médio,"99,3",0,"0,7"
3515186,2019,Pública,Médio,"92,5","5,5",2
3515194,2019,Pública,Médio,"96,5","2,8","0,7"
3515202,2019,Privada,Médio,100,0,0
3515202,2019,Pública,Médio,"97,7","2,3",0
3515301,2019,Pública,Médio,"95,9","3,1",1
3515350,2019,Pública,Médio,"98,7","1,3",0
3515400,2019,Privada,Médio,100,0,0
3515400,2019,Pública,Médio,"96,7",2,"1,3"
3515509,2019,Privada,Médio,"99,2","0,8",0
3515509,2019,Pública,Médio,"96,2","3,6","0,2"
3515608,2019,Pública,Médio,"96,4","1,8","1,8"
3515657,2019,Pública,Médio,100,0,0
3515707,2019,Privada,Médio,100,0,0
3515707,2019,Pública,Médio,"89,3",7,"3,7"
3515806,2019,Pública,Médio,"95,5","2,3","2,2"
3515905,2019,Pública,Médio,100,0,0
3516002,2019,Pública,Médio,"93,1","6,6","0,3"
3516101,2019,Pública,Médio,"97,9",0,"2,1"
3516200,2019,Privada,Médio,"99,1","0,8","0,1"
3516200,2019,Pública,Médio,92,5,3
3516309,2019,Privada,Médio,"97,6","2,4",0
3516309,2019,Pública,Médio,"93,1",4,"2,9"
3516408,2019,Privada,Médio,"96,9","3,1",0
3516408,2019,Pública,Médio,96,"2,8","1,2"
3516507,2019,Pública,Médio,100,0,0
3516606,2019,Pública,Médio,"89,4","9,8","0,8"
3516705,2019,Privada,Médio,99,1,0
3516705,2019,Pública,Médio,"94,5","3,6","1,9"
3516804,2019,Pública,Médio,"97,1","2,9",0
3516853,2019,Pública,Médio,"96,3","3,7",0
3516903,2019,Privada,Médio,100,0,0
3516903,2019,Pública,Médio,"96,4",3,"0,6"
3517000,2019,Privada,Médio,0,0,0
3517000,2019,Pública,Médio,"93,7","3,6","2,7"
3517109,2019,Pública,Médio,100,0,0
3517208,2019,Pública,Médio,"90,1","7,1","2,8"
3517307,2019,Pública,Médio,"86,9","6,3","6,8"
3517406,2019,Privada,Médio,97,3,0
3517406,2019,Pública,Médio,"97,8","1,8","0,4"
3517505,2019,Pública,Médio,"93,6","5,7","0,7"
3517604,2019,Privada,Médio,0,0,0
3517604,2019,Pública,Médio,"96,7","2,8","0,5"
3517703,2019,Privada,Médio,"96,2","3,8",0
3517703,2019,Pública,Médio,94,"2,2","3,8"
3517802,2019,Privada,Médio,0,0,0
3517802,2019,Pública,Médio,"93,6","2,5","3,9"
3517901,2019,Pública,Médio,100,0,0
3518008,2019,Pública,Médio,100,0,0
3518107,2019,Pública,Médio,"79,2",13,"7,8"
3518206,2019,Privada,Médio,"98,9","1,1",0
3518206,2019,Pública,Médio,97,"2,7","0,3"
3518305,2019,Privada,Médio,100,0,0
3518305,2019,Pública,Médio,"93,3","3,6","3,1"
3518404,2019,Privada,Médio,"97,8","2,2",0
3518404,2019,Pública,Médio,86,"11,5","2,5"
3518503,2019,Pública,Médio,"95,4","0,6",4
3518602,2019,Privada,Médio,"98,3","1,7",0
3518602,2019,Pública,Médio,"97,4","1,1","1,5"
3518701,2019,Privada,Médio,"98,6","1,4",0
3518701,2019,Pública,Médio,93,"3,2","3,8"
3518800,2019,Privada,Médio,"97,8","2,2",0
3518800,2019,Pública,Médio,"91,3","6,9","1,8"
3518859,2019,Pública,Médio,"88,5","4,1","7,4"
3518909,2019,Pública,Médio,100,0,0
3519006,2019,Pública,Médio,"92,7","5,2","2,1"
3519055,2019,Privada,Médio,"99,3","0,7",0
3519055,2019,Pública,Médio,"90,9","7,8","1,3"
3519071,2019,Privada,Médio,"95,8",4,"0,2"
3519071,2019,Pública,Médio,"95,4","3,7","0,9"
3519105,2019,Privada,Médio,0,0,0
3519105,2019,Pública,Médio,"89,9","5,7","4,4"
3519204,2019,Pública,Médio,"96,3","1,5","2,2"
3519253,2019,Pública,Médio,"94,9","4,4","0,7"
3519303,2019,Privada,Médio,0,0,0
3519303,2019,Pública,Médio,"97,4","2,6",0
3519402,2019,Privada,Médio,0,0,0
3519402,2019,Pública,Médio,"87,7","11,9","0,4"
3519501,2019,Pública,Médio,"89,1",8,"2,9"
3519600,2019,Privada,Médio,100,0,0
3519600,2019,Pública,Médio,"95,2","4,2","0,6"
3519709,2019,Privada,Médio,"99,4","0,6",0
3519709,2019,Pública,Médio,"94,8","2,4","2,8"
3519808,2019,Privada,Médio,0,0,0
3519808,2019,Pública,Médio,"98,2","1,3","0,5"
3519907,2019,Pública,Médio,"96,5","1,8","1,7"
3520004,2019,Privada,Médio,100,0,0
3520004,2019,Pública,Médio,"93,6","5,3","1,1"
3520103,2019,Privada,Médio,"98,4","1,6",0
3520103,2019,Pública,Médio,"92,6","6,9","0,5"
3520202,2019,Pública,Médio,"86,1","7,5","6,4"
3520301,2019,Privada,Médio,"99,1","0,9",0
3520301,2019,Pública,Médio,"96,4","3,5","0,1"
3520400,2019,Privada,Médio,"97,9","2,1",0
3520400,2019,Pública,Médio,"98,7","1,3",0
3520426,2019,Pública,Médio,"98,9","1,1",0
3520442,2019,Privada,Médio,100,0,0
3520442,2019,Pública,Médio,"93,8","5,6","0,6"
3520509,2019,Privada,Médio,"95,9","4,1",0
3520509,2019,Pública,Médio,"94,4","3,4","2,2"
3520608,2019,Pública,Médio,"94,2","5,1","0,7"
3520707,2019,Pública,Médio,"94,4","3,3","2,3"
3520806,2019,Pública,Médio,"90,4","9,6",0
3520905,2019,Privada,Médio,"94,1","5,9",0
3520905,2019,Pública,Médio,"97,9","1,8","0,3"
3521002,2019,Privada,Médio,100,0,0
3521002,2019,Pública,Médio,"96,7","2,9","0,4"
3521101,2019,Pública,Médio,100,0,0
3521150,2019,Pública,Médio,"94,5","5,5",0
3521200,2019,Pública,Médio,"92,8","7,2",0
3521309,2019,Privada,Médio,"97,9","2,1",0
3521309,2019,Pública,Médio,"93,9","5,5","0,6"
3521408,2019,Privada,Médio,0,0,0
3521408,2019,Pública,Médio,"90,6","8,3","1,1"
3521507,2019,Pública,Médio,"99,5","0,5",0
3521606,2019,Pública,Médio,"90,1","6,4","3,5"
3521705,2019,Privada,Médio,100,0,0
3521705,2019,Pública,Médio,"95,9","2,4","1,7"
3521804,2019,Privada,Médio,100,0,0
3521804,2019,Pública,Médio,95,"1,8","3,2"
3521903,2019,Privada,Médio,"97,1","1,5","1,4"
3521903,2019,Pública,Médio,"96,3","1,7",2
3522000,2019,Pública,Médio,98,2,0
3522109,2019,Privada,Médio,"96,6","3,4",0
3522109,2019,Pública,Médio,"89,6","7,2","3,2"
3522158,2019,Pública,Médio,"99,3",0,"0,7"
3522208,2019,Privada,Médio,"97,9","2,1",0
3522208,2019,Pública,Médio,"94,6","4,3","1,1"
3522307,2019,Privada,Médio,99,1,0
3522307,2019,Pública,Médio,"92,3","5,4","2,3"
3522406,2019,Privada,Médio,"99,7",0,"0,3"
3522406,2019,Pública,Médio,"97,4","2,5","0,1"
3522505,2019,Privada,Médio,"98,8","1,2",0
3522505,2019,Pública,Médio,"90,7","4,8","4,5"
3522604,2019,Privada,Médio,"98,5","1,2","0,3"
3522604,2019,Pública,Médio,90,"5,5","4,5"
3522653,2019,Pública,Médio,94,"5,4","0,6"
3522703,2019,Privada,Médio,100,0,0
3522703,2019,Pública,Médio,"97,8","1,9","0,3"
3522802,2019,Privada,Médio,100,0,0
3522802,2019,Pública,Médio,"94,5","3,6","1,9"
3522901,2019,Privada,Médio,0,0,0
3522901,2019,Pública,Médio,"95,1","3,2","1,7"
3523008,2019,Pública,Médio,"93,6","6,4",0
3523107,2019,Privada,Médio,"96,3","3,4","0,3"
3523107,2019,Pública,Médio,90,"7,8","2,2"
3523206,2019,Privada,Médio,100,0,0
3523206,2019,Pública,Médio,"92,4","4,9","2,7"
3523305,2019,Pública,Médio,"96,2","3,8",0
3523404,2019,Privada,Médio,"97,4","2,6",0
3523404,2019,Pública,Médio,"94,3","3,6","2,1"
3523503,2019,Privada,Médio,0,0,0
3523503,2019,Pública,Médio,"89,3","6,4","4,3"
3523602,2019,Pública,Médio,"98,3","1,7",0
3523701,2019,Pública,Médio,"90,3",4,"5,7"
3523800,2019,Privada,Médio,0,0,0
3523800,2019,Pública,Médio,73,"9,8","17,2"
3523909,2019,Privada,Médio,"98,1","1,8","0,1"
3523909,2019,Pública,Médio,"95,2","4,3","0,5"
3524006,2019,Privada,Médio,"95,6","4,4",0
3524006,2019,Pública,Médio,"90,5","7,4","2,1"
3524105,2019,Privada,Médio,"98,6","1,4",0
3524105,2019,Pública,Médio,"94,3","5,1","0,6"
3524204,2019,Pública,Médio,100,0,0
3524303,2019,Privada,Médio,"98,5","1,2","0,3"
3524303,2019,Pública,Médio,"91,1","3,7","5,2"
3524402,2019,Privada,Médio,"98,1","1,9",0
3524402,2019,Pública,Médio,"93,9",5,"1,1"
3524501,2019,Pública,Médio,"89,9","10,1",0
3524600,2019,Pública,Médio,92,8,0
3524709,2019,Privada,Médio,"98,8","1,2",0
3524709,2019,Pública,Médio,96,"3,9","0,1"
3524808,2019,Privada,Médio,"99,4","0,6",0
3524808,2019,Pública,Médio,"97,1","2,7","0,2"
3524907,2019,Pública,Médio,"96,7","1,1","2,2"
3525003,2019,Privada,Médio,"97,6","2,4",0
3525003,2019,Pública,Médio,"93,5","4,2","2,3"
3525102,2019,Privada,Médio,"97,8","2,2",0
3525102,2019,Pública,Médio,"93,5","3,7","2,8"
3525201,2019,Privada,Médio,100,0,0
3525201,2019,Pública,Médio,"92,2",7,"0,8"
3525300,2019,Privada,Médio,"98,9","1,1",0
3525300,2019,Pública,Médio,"96,2","2,1","1,7"
3525409,2019,Pública,Médio,"97,8","2,2",0
3525508,2019,Privada,Médio,0,0,0
3525508,2019,Pública,Médio,"96,3","3,7",0
3525607,2019,Pública,Médio,95,"3,3","1,7"
3525706,2019,Privada,Médio,"99,3","0,7",0
3525706,2019,Pública,Médio,"86,7",13,"0,3"
3525805,2019,Pública,Médio,"94,9","5,1",0
3525854,2019,Pública,Médio,"97,8","2,2",0
3525904,2019,Privada,Médio,"97,9","2,1",0
3525904,2019,Pública,Médio,"93,2","5,4","1,4"
3526001,2019,Privada,Médio,"98,8","1,2",0
3526001,2019,Pública,Médio,"94,6","5,4",0
3526100,2019,Privada,Médio,100,0,0
3526100,2019,Pública,Médio,"96,6","2,9","0,5"
3526209,2019,Privada,Médio,100,0,0
3526209,2019,Pública,Médio,"96,5","1,1","2,4"
3526308,2019,Pública,Médio,"93,5","5,4","1,1"
3526407,2019,Privada,Médio,"98,4","1,6",0
3526407,2019,Pública,Médio,"88,8","6,7","4,5"
3526506,2019,Pública,Médio,"99,4","0,6",0
3526605,2019,Pública,Médio,"82,6","15,9","1,5"
3526704,2019,Privada,Médio,"99,6","0,4",0
3526704,2019,Pública,Médio,"93,3","3,5","3,2"
3526803,2019,Privada,Médio,"98,6","1,4",0
3526803,2019,Pública,Médio,"95,1","2,9",2
3526902,2019,Privada,Médio,"98,2","1,8",0
3526902,2019,Pública,Médio,"90,8","6,6","2,6"
3527009,2019,Pública,Médio,"98,8","1,2",0
3527108,2019,Privada,Médio,98,2,0
3527108,2019,Pública,Médio,"86,3","11,7",2
3527207,2019,Privada,Médio,97,3,0
3527207,2019,Pública,Médio,"87,8","8,7","3,5"
3527256,2019,Pública,Médio,"98,6","1,4",0
3527306,2019,Privada,Médio,0,0,0
3527306,2019,Pública,Médio,"94,9","3,2","1,9"
3527405,2019,Pública,Médio,"93,1","6,9",0
3527504,2019,Pública,Médio,100,0,0
3527603,2019,Privada,Médio,100,0,0
3527603,2019,Pública,Médio,"79,5","13,2","7,3"
3527702,2019,Pública,Médio,99,1,0
3527801,2019,Pública,Médio,"96,4","0,9","2,7"
3527900,2019,Pública,Médio,"99,1","0,9",0
3528007,2019,Pública,Médio,"96,6",3,"0,4"
3528106,2019,Pública,Médio,"95,1","3,4","1,5"
3528205,2019,Pública,Médio,"98,1","1,9",0
3528304,2019,Pública,Médio,"91,7","6,7","1,6"
3528403,2019,Privada,Médio,100,0,0
3528403,2019,Pública,Médio,"96,2","3,1","0,7"
3528502,2019,Privada,Médio,"99,3","0,7",0
3528502,2019,Pública,Médio,"95,1","3,1","1,8"
3528601,2019,Privada,Médio,0,0,0
3528601,2019,Pública,Médio,"88,4","4,6",7
3528700,2019,Pública,Médio,98,2,0
3528809,2019,Privada,Médio,100,0,0
3528809,2019,Pública,Médio,"96,3","2,9","0,8"
3528858,2019,Pública,Médio,"98,8","1,2",0
3528908,2019,Pública,Médio,"91,9","8,1",0
3529005,2019,Privada,Médio,"98,7","1,3",0
3529005,2019,Pública,Médio,"93,4","4,2","2,4"
3529104,2019,Pública,Médio,100,0,0
3529203,2019,Privada,Médio,"99,2","0,8",0
3529203,2019,Pública,Médio,"95,6","4,4",0
3529302,2019,Privada,Médio,"98,6","1,4",0
3529302,2019,Pública,Médio,"94,7",4,"1,3"
3529401,2019,Privada,Médio,98,2,0
3529401,2019,Pública,Médio,"90,8",7,"2,2"
3529500,2019,Pública,Médio,94,6,0
3529609,2019,Pública,Médio,100,0,0
3529658,2019,Pública,Médio,"97,8","2,2",0
3529708,2019,Privada,Médio,0,0,0
3529708,2019,Pública,Médio,"94,9","2,1",3
3529807,2019,Privada,Médio,0,0,0
3529807,2019,Pública,Médio,"96,3","3,7",0
3529906,2019,Privada,Médio,0,0,0
3529906,2019,Pública,Médio,"97,8","1,7","0,5"
3530003,2019,Pública,Médio,"98,6","1,4",0
3530102,2019,Privada,Médio,100,0,0
3530102,2019,Pública,Médio,"99,3","0,5","0,2"
3530201,2019,Privada,Médio,0,0,0
3530201,2019,Pública,Médio,"98,9","1,1",0
3530300,2019,Privada,Médio,"99,5","0,5",0
3530300,2019,Pública,Médio,"94,5","5,4","0,1"
3530409,2019,Pública,Médio,"89,5","8,8","1,7"
3530508,2019,Privada,Médio,"99,1","0,9",0
3530508,2019,Pública,Médio,"92,4","5,4","2,2"
3530607,2019,Privada,Médio,"98,5","1,5",0
3530607,2019,Pública,Médio,"91,6","6,5","1,9"
3530706,2019,Privada,Médio,"99,3","0,7",0
3530706,2019,Pública,Médio,"92,2","4,9","2,9"
3530805,2019,Privada,Médio,"98,2","1,8",0
3530805,2019,Pública,Médio,"92,8","2,9","4,3"
3530904,2019,Pública,Médio,100,0,0
3531001,2019,Pública,Médio,"98,4",0,"1,6"
3531100,2019,Privada,Médio,"99,2","0,8",0
3531100,2019,Pública,Médio,"89,9","9,2","0,9"
3531209,2019,Pública,Médio,"95,8","1,1","3,1"
3531308,2019,Privada,Médio,"99,2","0,6","0,2"
3531308,2019,Pública,Médio,"96,2","2,5","1,3"
3531407,2019,Privada,Médio,100,0,0
3531407,2019,Pública,Médio,"93,3","6,3","0,4"
3531506,2019,Privada,Médio,0,0,0
3531506,2019,Pública,Médio,"96,8","2,1","1,1"
3531605,2019,Pública,Médio,100,0,0
3531704,2019,Privada,Médio,0,0,0
3531704,2019,Pública,Médio,"91,5","8,5",0
3531803,2019,Privada,Médio,"97,5","2,5",0
3531803,2019,Pública,Médio,"93,5","4,4","2,1"
3531902,2019,Privada,Médio,"98,1","1,9",0
3531902,2019,Pública,Médio,"92,6","7,4",0
3532009,2019,Privada,Médio,0,0,0
3532009,2019,Pública,Médio,"83,2","13,4","3,4"
3532058,2019,Pública,Médio,"86,7","13,3",0
3532108,2019,Pública,Médio,99,1,0
3532157,2019,Pública,Médio,100,0,0
3532207,2019,Pública,Médio,"97,9",0,"2,1"
3532306,2019,Pública,Médio,"93,3","6,2","0,5"
3532405,2019,Privada,Médio,0,0,0
3532405,2019,Pública,Médio,"95,6","1,9","2,5"
3532504,2019,Pública,Médio,"97,9","2,1",0
3532603,2019,Privada,Médio,"98,7","1,3",0
3532603,2019,Pública,Médio,"98,6","1,4",0
3532702,2019,Pública,Médio,"93,8","5,6","0,6"
3532801,2019,Pública,Médio,"73,4","20,1","6,5"
3532827,2019,Pública,Médio,"96,6","3,4",0
3532843,2019,Pública,Médio,100,0,0
3532868,2019,Pública,Médio,100,0,0
3532900,2019,Privada,Médio,0,0,0
3532900,2019,Pública,Médio,"98,6","1,4",0
3533007,2019,Privada,Médio,100,0,0
3533007,2019,Pública,Médio,"85,1","14,7","0,2"
3533106,2019,Pública,Médio,"98,4",0,"1,6"
3533205,2019,Pública,Médio,97,3,0
3533254,2019,Pública,Médio,"93,8","6,2",0
3533304,2019,Pública,Médio,99,1,0
3533403,2019,Privada,Médio,"96,7","3,3",0
3533403,2019,Pública,Médio,"97,4","1,8","0,8"
3533502,2019,Privada,Médio,"98,8","1,2",0
3533502,2019,Pública,Médio,"97,1","2,7","0,2"
3533601,2019,Privada,Médio,100,0,0
3533601,2019,Pública,Médio,100,0,0
3533700,2019,Pública,Médio,"98,1",0,"1,9"
3533809,2019,Pública,Médio,99,1,0
3533908,2019,Privada,Médio,"97,9","2,1",0
3533908,2019,Pública,Médio,"98,2","1,5","0,3"
3534005,2019,Pública,Médio,"96,3","3,7",0
3534104,2019,Pública,Médio,"95,2",4,"0,8"
3534203,2019,Pública,Médio,"98,9","1,1",0
3534302,2019,Privada,Médio,"97,3","2,7",0
3534302,2019,Pública,Médio,"95,1","0,6","4,3"
3534401,2019,Privada,Médio,"96,8","3,1","0,1"
3534401,2019,Pública,Médio,"90,4","6,2","3,4"
3534500,2019,Pública,Médio,"96,1","3,9",0
3534609,2019,Privada,Médio,"97,6","2,4",0
3534609,2019,Pública,Médio,"96,5","2,6","0,9"
3534708,2019,Privada,Médio,"98,2","1,7","0,1"
3534708,2019,Pública,Médio,"94,1","4,7","1,2"
3534757,2019,Pública,Médio,"95,1","4,6","0,3"
3534807,2019,Pública,Médio,95,"1,7","3,3"
3534906,2019,Privada,Médio,100,0,0
3534906,2019,Pública,Médio,"87,7","10,2","2,1"
3535002,2019,Pública,Médio,"96,8","3,2",0
3535101,2019,Pública,Médio,"92,8","7,2",0
3535200,2019,Privada,Médio,100,0,0
3535200,2019,Pública,Médio,"99,1","0,9",0
3535309,2019,Privada,Médio,100,0,0
3535309,2019,Pública,Médio,"93,3","6,2","0,5"
3535408,2019,Privada,Médio,"93,3","6,7",0
3535408,2019,Pública,Médio,"96,6","3,4",0
3535507,2019,Privada,Médio,"98,8","1,2",0
3535507,2019,Pública,Médio,"95,3","3,7",1
3535606,2019,Privada,Médio,0,0,0
3535606,2019,Pública,Médio,"91,3","6,8","1,9"
3535705,2019,Pública,Médio,"96,3","2,5","1,2"
3535804,2019,Privada,Médio,"95,7","4,3",0
3535804,2019,Pública,Médio,"96,1","2,7","1,2"
3535903,2019,Pública,Médio,"96,4","3,6",0
3536000,2019,Pública,Médio,"96,5","0,9","2,6"
3536109,2019,Pública,Médio,"82,4","17,6",0
3536208,2019,Privada,Médio,100,0,0
3536208,2019,Pública,Médio,"94,5",2,"3,5"
3536257,2019,Pública,Médio,100,0,0
3536307,2019,Pública,Médio,"91,6","3,2","5,2"
3536406,2019,Pública,Médio,"89,3","10,2","0,5"
3536505,2019,Privada,Médio,"96,1","3,5","0,4"
3536505,2019,Pública,Médio,"91,5","6,6","1,9"
3536570,2019,Pública,Médio,"94,7","3,5","1,8"
3536604,2019,Pública,Médio,"98,7","0,9","0,4"
3536703,2019,Privada,Médio,"97,5","2,5",0
3536703,2019,Pública,Médio,"86,5","12,8","0,7"
3536802,2019,Pública,Médio,"96,3","0,6","3,1"
3536901,2019,Pública,Médio,"98,9","1,1",0
3537008,2019,Pública,Médio,"94,6","2,1","3,3"
3537107,2019,Privada,Médio,"99,4","0,6",0
3537107,2019,Pública,Médio,"88,1","7,6","4,3"
3537156,2019,Pública,Médio,100,0,0
3537206,2019,Pública,Médio,"98,9","1,1",0
3537305,2019,Privada,Médio,"99,2","0,8",0
3537305,2019,Pública,Médio,"95,4","4,3","0,3"
3537404,2019,Privada,Médio,100,0,0
3537404,2019,Pública,Médio,"98,4",1,"0,6"
3537503,2019,Pública,Médio,"99,1","0,9",0
3537602,2019,Privada,Médio,"98,8","0,9","0,3"
3537602,2019,Pública,Médio,"90,6","7,5","1,9"
3537701,2019,Pública,Médio,"98,9",0,"1,1"
3537800,2019,Privada,Médio,100,0,0
3537800,2019,Pública,Médio,"96,4","1,7","1,9"
3537909,2019,Privada,Médio,"98,7",0,"1,3"
3537909,2019,Pública,Médio,"97,8","1,3","0,9"
3538006,2019,Privada,Médio,"97,8","2,2",0
3538006,2019,Pública,Médio,"92,9","3,9","3,2"
3538105,2019,Pública,Médio,"91,9","5,1",3
3538204,2019,Privada,Médio,0,0,0
3538204,2019,Pública,Médio,"91,3","6,9","1,8"
3538303,2019,Pública,Médio,"95,2","3,6","1,2"
3538501,2019,Privada,Médio,0,0,0
3538501,2019,Pública,Médio,"88,6","6,2","5,2"
3538600,2019,Privada,Médio,100,0,0
3538600,2019,Pública,Médio,"94,1","3,5","2,4"
3538709,2019,Privada,Médio,"97,9","2,1",0
3538709,2019,Pública,Médio,"94,8",3,"2,2"
3538808,2019,Privada,Médio,"98,9","1,1",0
3538808,2019,Pública,Médio,"96,4","2,4","1,2"
3538907,2019,Privada,Médio,100,0,0
3538907,2019,Pública,Médio,"99,8","0,2",0
3539004,2019,Privada,Médio,100,0,0
3539004,2019,Pública,Médio,"99,7","0,3",0
3539103,2019,Pública,Médio,"94,1","3,2","2,7"
3539202,2019,Privada,Médio,100,0,0
3539202,2019,Pública,Médio,"95,1","2,7","2,2"
3539301,2019,Privada,Médio,98,"1,7","0,3"
3539301,2019,Pública,Médio,"91,5","7,3","1,2"
3539400,2019,Privada,Médio,"97,8","2,2",0
3539400,2019,Pública,Médio,"85,1","12,3","2,6"
3539509,2019,Privada,Médio,100,0,0
3539509,2019,Pública,Médio,94,"4,1","1,9"
3539608,2019,Pública,Médio,"86,5","8,1","5,4"
3539707,2019,Pública,Médio,"97,9","2,1",0
3539806,2019,Privada,Médio,"98,2","1,8",0
3539806,2019,Pública,Médio,"92,3","6,2","1,5"
3539905,2019,Pública,Médio,"95,9","1,2","2,9"
3540002,2019,Privada,Médio,99,1,0
3540002,2019,Pública,Médio,"90,8","8,8","0,4"
3540101,2019,Pública,Médio,"96,3","3,7",0
3540200,2019,Privada,Médio,100,0,0
3540200,2019,Pública,Médio,"96,7","2,2","1,1"
3540259,2019,Pública,Médio,"98,9",0,"1,1"
3540309,2019,Pública,Médio,"96,2","1,9","1,9"
3540408,2019,Pública,Médio,"99,1",0,"0,9"
3540507,2019,Pública,Médio,"94,1","5,9",0
3540606,2019,Privada,Médio,"98,5","1,5",0
3540606,2019,Pública,Médio,"96,9","2,6","0,5"
3540705,2019,Privada,Médio,"96,7","3,3",0
3540705,2019,Pública,Médio,"84,9","8,1",7
3540754,2019,Pública,Médio,"83,7","11,1","5,2"
3540804,2019,Privada,Médio,100,0,0
3540804,2019,Pública,Médio,"87,9","9,8","2,3"
3540853,2019,Pública,Médio,"97,9","2,1",0
3540903,2019,Privada,Médio,0,0,0
3540903,2019,Pública,Médio,"96,9","3,1",0
3541000,2019,Privada,Médio,"96,8","3,2",0
3541000,2019,Pública,Médio,"92,9","5,9","1,2"
3541059,2019,Pública,Médio,"97,4","2,6",0
3541109,2019,Pública,Médio,"96,7","1,6","1,7"
3541208,2019,Privada,Médio,"96,6","3,4",0
3541208,2019,Pública,Médio,"92,3","5,9","1,8"
3541307,2019,Privada,Médio,"96,6","3,4",0
3541307,2019,Pública,Médio,"93,2","6,1","0,7"
3541406,2019,Privada,Médio,"98,2","1,8",0
3541406,2019,Pública,Médio,"88,1","9,6","2,3"
3541505,2019,Privada,Médio,"99,5","0,5",0
3541505,2019,Pública,Médio,"95,4","3,7","0,9"
3541604,2019,Privada,Médio,"99,4","0,6",0
3541604,2019,Pública,Médio,"79,7",17,"3,3"
3541653,2019,Pública,Médio,"99,3",0,"0,7"
3541703,2019,Privada,Médio,"90,7","9,3",0
3541703,2019,Pública,Médio,"95,1","4,7","0,2"
3541802,2019,Pública,Médio,"91,1","5,9",3
3541901,2019,Pública,Médio,"93,5","4,2","2,3"
3542008,2019,Pública,Médio,"96,1","3,9",0
3542107,2019,Pública,Médio,"97,6","2,4",0
3542206,2019,Privada,Médio,100,0,0
3542206,2019,Pública,Médio,"97,9","1,8","0,3"
3542305,2019,Pública,Médio,"94,2","1,4","4,4"
3542404,2019,Privada,Médio,"98,5","1,5",0
3542404,2019,Pública,Médio,"89,6","9,4",1
3542503,2019,Pública,Médio,"95,3","2,4","2,3"
3542602,2019,Privada,Médio,"95,3","4,7",0
3542602,2019,Pública,Médio,"94,9","3,9","1,2"
3542701,2019,Pública,Médio,"85,7","10,7","3,6"
3542800,2019,Pública,Médio,"98,8","1,2",0
3542909,2019,Privada,Médio,100,0,0
3542909,2019,Pública,Médio,"83,4","14,4","2,2"
3543006,2019,Pública,Médio,"94,9","4,2","0,9"
3543105,2019,Pública,Médio,"92,8","4,8","2,4"
3543204,2019,Pública,Médio,96,4,0
3543238,2019,Pública,Médio,"85,3","11,8","2,9"
3543253,2019,Pública,Médio,"92,3","7,7",0
3543303,2019,Privada,Médio,"98,7","1,3",0
3543303,2019,Pública,Médio,"93,5","5,8","0,7"
3543402,2019,Privada,Médio,"97,6","2,2","0,2"
3543402,2019,Pública,Médio,"84,9","10,4","4,7"
3543501,2019,Pública,Médio,"95,7","1,6","2,7"
3543600,2019,Pública,Médio,93,"4,8","2,2"
3543709,2019,Privada,Médio,"97,7","2,3",0
3543709,2019,Pública,Médio,87,"9,9","3,1"
3543808,2019,Pública,Médio,"91,9","3,7","4,4"
3543907,2019,Privada,Médio,"99,3","0,7",0
